op,ncc,gcc,slcc
1.0,2.0238818053025734E-4,1.0,0.0
0.998988059097347,0.0017466099979761185,0.9984274438372799,7.285974499089252E-5
0.9979761181946988,0.003410240841934831,0.9967638129933211,1.2548067192875932E-4
0.9969641772920437,0.005033394049787499,0.9951528030763009,1.0928961748633876E-4
0.9959522363893959,0.006555353167375025,0.9931107063347505,6.354988868650071E-4
0.9949402954867427,0.008208864602307225,0.9913337381096943,8.014571948998174E-4
0.9939283545840948,0.009829993928354586,0.9897126087836472,9.02651285164946E-4
0.9929164136814418,0.011519935235782229,0.9877939688322205,0.0011434932199959516
0.9919044727787886,0.012987249544626595,0.9863084395871282,0.001175875328880793
0.9908925318761408,0.014616474397895167,0.9846873102610809,0.0011293260473588338
0.9898805909734857,0.016330702286986437,0.982985225662822,0.0011313499291641363
0.9888686500708375,0.01792956891317547,0.9813317142278889,0.0012770694191459213
0.9878567091681846,0.01957296093908116,0.9795790325844973,0.0014329083181542192
0.9868447682655317,0.02127706941914591,0.9777878971868041,0.0015624367536935838
0.9858328273628834,0.022975106253794772,0.9760837887067392,0.0017101801254806718
0.9848208864602305,0.024511232544019414,0.9745800445253997,0.0017122040072859743
0.9838089455575804,0.026160696215341034,0.9729832017810156,0.0016191054442420561
0.9827970046549271,0.02793159279498076,0.9712021857923494,0.0016393442622950815
0.9817850637522793,0.02945759967617891,0.9696761789111517,0.0017182756527018817
0.9807731228496263,0.0312608783647035,0.9677656344869454,0.0020097146326654514
0.9797611819469733,0.03285164946367135,0.9661627200971465,0.0019611414693381894
0.9787492410443253,0.03454766241651488,0.9644990892531875,0.001979356405585913
0.9777373001416702,0.03633070228698645,0.962260675976523,0.0024327059299736886
0.9767253592390217,0.03773122849625583,0.9607609795587935,0.0024711596842744376
0.975713418336369,0.0392997368953653,0.9592471159684273,0.0025703298927342634
0.9747014774337162,0.040949200566686904,0.9575855090062739,0.0026027120016191042
0.9736895365310678,0.042412467111920676,0.9560331916616065,0.0027686703096539145
0.972677595628415,0.04401740538352561,0.9544748026715246,0.0027200971463266542
0.9716656547257649,0.04567901234567899,0.9528314106456182,0.0026958105646630232
0.9706537138231116,0.047271807326452135,0.9511333738109695,0.0028718882817243465
0.9696417729204636,0.0489050799433313,0.9495446265938062,0.002916413681441003
0.9686298320178109,0.05050394656952034,0.9476178911151588,0.0031936854887674544
0.9676178911151577,0.05242865816636311,0.945596033191661,0.0032645213519530442
0.9666059502125097,0.05399514268366727,0.9437360858125885,0.0036045334952438763
0.9655940093098547,0.05595830803481074,0.941845780206436,0.0037381096943938457
0.9645820684072062,0.057482291034203624,0.9402165553531677,0.003946569520340009
0.9635701275045535,0.05927140255009108,0.9383060109289619,0.0040214531471362055
0.9625581866019008,0.06091681845780204,0.9365330904675168,0.004177292046144503
0.9615462456992522,0.06284355393645011,0.9346893341428857,0.004033596437968019
0.9605343047965995,0.0645739728799838,0.9328698643999193,0.004169196518923292
0.9595223638939494,0.06635296498684479,0.9311515887472168,0.004165148755312687
0.9585104229912961,0.06814814814814815,0.9293483100586925,0.004045739728799836
0.9574984820886481,0.06994333130945153,0.927599676178911,0.004240032382108883
0.9564865411859954,0.0717567294070026,0.9257417526816433,0.004246104027524791
0.9554746002833422,0.0734669095324833,0.9239141874114551,0.0041408621736490564
0.9544626593806942,0.07543412264723741,0.9220906699048771,0.004440396680833837
0.9534507184780392,0.0770228698643999,0.920420967415503,0.004373608581258854
0.9524387775753905,0.0788140052620927,0.9186865007083584,0.004563853470957294
0.951426836672738,0.08047561222424614,0.9168042906294275,0.004557781825541386
0.9504148957700853,0.08214733859542603,0.9146124266342843,0.005148755312689735
0.9494029548674366,0.08403359643796798,0.9126937866828575,0.005102206031167774
0.9483910139647841,0.08629224853268572,0.9107994333130941,0.005138635903663223
0.9473790730621338,0.08787694798623762,0.9090204412062332,0.005343047965998784
0.9463671321594805,0.08970248937462053,0.907024893746205,0.005438170410848006
0.9453551912568325,0.09169803683464883,0.9051851851851849,0.005276259866423798
0.9443432503541799,0.0933636915604129,0.903300951224448,0.00534709572960939
0.9433313094515267,0.09502732240437156,0.9015199352357822,0.005549483910139648
0.9423193685488787,0.09706941914592183,0.8995931997571341,0.0055150779194495046
0.9413074276462237,0.09879579032584497,0.8978830196316538,0.0055859137826350935
0.940295486743575,0.10064764217769684,0.89615260068812,0.005557579437360856
0.9392835458409224,0.10244889698441614,0.8945233758348512,0.005492815219591174
0.93827160493827,0.10407205019226876,0.892817243472981,0.005581866019024488
0.9372596640356217,0.1055838899008298,0.8911050394656952,0.0055110301558388974
0.9362477231329686,0.10728395061728396,0.8892572353774537,0.005733657154422183
0.9352357822303182,0.10937664440396681,0.8872637117992308,0.0057255616272009705
0.9342238413276651,0.11160089050799434,0.8845517101801257,0.006707144302772715
0.9332119004250168,0.11359441408621741,0.8825035417931595,0.006830601092896172
0.9321999595223643,0.11504148957700874,0.8804918032786888,0.007217162517708965
0.9311880186197118,0.11688929366524997,0.8785488767455978,0.007300141671726367
0.9301760777170631,0.11908520542400325,0.8763570127504551,0.007324428253390001
0.9291641368144081,0.12150576806314513,0.8743047965998788,0.0074741955069823895
0.92815219591176,0.12346286176887272,0.8724428253390001,0.0075025298522566255
0.9271402550091069,0.12519732847601703,0.8703015583889899,0.0077312284962558165
0.9261283141064545,0.1270673952641166,0.8685124468731026,0.007731228496255817
0.9251163732038062,0.1288949605343048,0.8666788099574978,0.007694798623760371
0.9241044323011532,0.1310544424205626,0.8645415907710995,0.007765634486945962
